Agency,Driver Area,Race,Year,Agency Type,type,statistic
Castleton Police,Castleton, White,2016,police,Arrest Counts,3
Castleton Police,Castleton, Black,2016,police,Arrest Counts,0
Castleton Police,Castleton, Asian,2016,police,Arrest Counts,0
Castleton Police,Castleton, Hispanic,2016,police,Arrest Counts,0
Castleton Police,Castleton, White,2017,police,Arrest Counts,2
Castleton Police,Castleton, Black,2017,police,Arrest Counts,0
Castleton Police,Castleton, Asian,2017,police,Arrest Counts,0
Castleton Police,Castleton, Hispanic,2017,police,Arrest Counts,0
Castleton Police,Castleton, White,2018,police,Arrest Counts,0
Castleton Police,Castleton, Black,2018,police,Arrest Counts,0
Castleton Police,Castleton, Asian,2018,police,Arrest Counts,0
Castleton Police,Castleton, Hispanic,2018,police,Arrest Counts,0
Chester Police,Chester, White,2016,police,Arrest Counts,0
Chester Police,Chester, Black,2016,police,Arrest Counts,0
Chester Police,Chester, Asian,2016,police,Arrest Counts,0
Chester Police,Chester, White,2017,police,Arrest Counts,0
Chester Police,Chester, Black,2017,police,Arrest Counts,0
Chester Police,Chester, Asian,2017,police,Arrest Counts,0
Chester Police,Chester, Hispanic,2017,police,Arrest Counts,0
Chester Police,Chester, White,2018,police,Arrest Counts,0
Chester Police,Chester, Black,2018,police,Arrest Counts,0
Chester Police,Chester, Asian,2018,police,Arrest Counts,0
Chester Police,Chester, Hispanic,2018,police,Arrest Counts,0
Chittenden County Sheriff,Chittenden County, White,2015,sheriff,Arrest Counts,22
Chittenden County Sheriff,Chittenden County, Black,2015,sheriff,Arrest Counts,0
Chittenden County Sheriff,Chittenden County, Asian,2015,sheriff,Arrest Counts,0
Chittenden County Sheriff,Chittenden County, White,2016,sheriff,Arrest Counts,19
Chittenden County Sheriff,Chittenden County, Black,2016,sheriff,Arrest Counts,1
Chittenden County Sheriff,Chittenden County, Asian,2016,sheriff,Arrest Counts,0
Chittenden County Sheriff,Chittenden County, White,2017,sheriff,Arrest Counts,6
Chittenden County Sheriff,Chittenden County, Black,2017,sheriff,Arrest Counts,0
Chittenden County Sheriff,Chittenden County, Asian,2017,sheriff,Arrest Counts,0
Chittenden County Sheriff,Chittenden County, White,2018,sheriff,Arrest Counts,12
Chittenden County Sheriff,Chittenden County, Black,2018,sheriff,Arrest Counts,0
Chittenden County Sheriff,Chittenden County, Asian,2018,sheriff,Arrest Counts,0
Chittenden County Sheriff,Chittenden County, Hispanic,2018,sheriff,Arrest Counts,0
Colchester Police,Colchester, White,2014,police,Arrest Counts,5
Colchester Police,Colchester, Black,2014,police,Arrest Counts,0
Colchester Police,Colchester, Asian,2014,police,Arrest Counts,0
Colchester Police,Colchester, Hispanic,2014,police,Arrest Counts,0
Colchester Police,Colchester, White,2015,police,Arrest Counts,5
Colchester Police,Colchester, Black,2015,police,Arrest Counts,1
Colchester Police,Colchester, Asian,2015,police,Arrest Counts,0
Colchester Police,Colchester, Hispanic,2015,police,Arrest Counts,0
Colchester Police,Colchester, White,2016,police,Arrest Counts,2
Colchester Police,Colchester, Black,2016,police,Arrest Counts,0
Colchester Police,Colchester, Asian,2016,police,Arrest Counts,0
Colchester Police,Colchester, Hispanic,2016,police,Arrest Counts,0
Colchester Police,Colchester, White,2017,police,Arrest Counts,5
Colchester Police,Colchester, Black,2017,police,Arrest Counts,0
Colchester Police,Colchester, Asian,2017,police,Arrest Counts,0
Colchester Police,Colchester, Hispanic,2017,police,Arrest Counts,0
Colchester Police,Colchester, White,2018,police,Arrest Counts,46
Colchester Police,Colchester, Black,2018,police,Arrest Counts,7
Colchester Police,Colchester, Asian,2018,police,Arrest Counts,1
Colchester Police,Colchester, Hispanic,2018,police,Arrest Counts,0
Colchester Police,Colchester, White,2019,police,Arrest Counts,53
Colchester Police,Colchester, Black,2019,police,Arrest Counts,8
Colchester Police,Colchester, Asian,2019,police,Arrest Counts,0
Colchester Police,Colchester, Hispanic,2019,police,Arrest Counts,0
Dover Police,Dover, White,2015,police,Arrest Counts,0
Dover Police,Dover, Black,2015,police,Arrest Counts,0
Dover Police,Dover, Asian,2015,police,Arrest Counts,0
Dover Police,Dover, Hispanic,2015,police,Arrest Counts,0
Dover Police,Dover, White,2016,police,Arrest Counts,0
Dover Police,Dover, Black,2016,police,Arrest Counts,0
Dover Police,Dover, Asian,2016,police,Arrest Counts,0
Dover Police,Dover, Hispanic,2016,police,Arrest Counts,0
Dover Police,Dover, White,2017,police,Arrest Counts,0
Dover Police,Dover, Black,2017,police,Arrest Counts,0
Dover Police,Dover, Asian,2017,police,Arrest Counts,0
Dover Police,Dover, Hispanic,2017,police,Arrest Counts,0
Dover Police,Dover, White,2018,police,Arrest Counts,1
Dover Police,Dover, Black,2018,police,Arrest Counts,0
Dover Police,Dover, Asian,2018,police,Arrest Counts,0
Dover Police,Dover, Hispanic,2018,police,Arrest Counts,0
Essex Police,Essex, White,2014,police,Arrest Counts,2
Essex Police,Essex, Black,2014,police,Arrest Counts,0
Essex Police,Essex, Asian,2014,police,Arrest Counts,0
Essex Police,Essex, Hispanic,2014,police,Arrest Counts,0
Essex Police,Essex, White,2015,police,Arrest Counts,9
Essex Police,Essex, Black,2015,police,Arrest Counts,0
Essex Police,Essex, Asian,2015,police,Arrest Counts,0
Essex Police,Essex, Hispanic,2015,police,Arrest Counts,0
Essex Police,Essex, White,2016,police,Arrest Counts,26
Essex Police,Essex, Black,2016,police,Arrest Counts,0
Essex Police,Essex, Asian,2016,police,Arrest Counts,0
Essex Police,Essex, Hispanic,2016,police,Arrest Counts,0
Essex Police,Essex, White,2017,police,Arrest Counts,37
Essex Police,Essex, Black,2017,police,Arrest Counts,0
Essex Police,Essex, Asian,2017,police,Arrest Counts,0
Essex Police,Essex, Hispanic,2017,police,Arrest Counts,0
Essex Police,Essex, White,2018,police,Arrest Counts,53
Essex Police,Essex, Black,2018,police,Arrest Counts,1
Essex Police,Essex, Asian,2018,police,Arrest Counts,1
Essex Police,Essex, Hispanic,2018,police,Arrest Counts,0
Essex Police,Essex, White,2019,police,Arrest Counts,31
Essex Police,Essex, Black,2019,police,Arrest Counts,4
Essex Police,Essex, Asian,2019,police,Arrest Counts,0
Essex Police,Essex, Hispanic,2019,police,Arrest Counts,1
Fair Haven Police,Fair Haven, White,2015,police,Arrest Counts,1
Fair Haven Police,Fair Haven, Black,2015,police,Arrest Counts,0
Fair Haven Police,Fair Haven, Asian,2015,police,Arrest Counts,0
Fair Haven Police,Fair Haven, White,2017,police,Arrest Counts,5
Fair Haven Police,Fair Haven, Black,2017,police,Arrest Counts,0
Fair Haven Police,Fair Haven, Asian,2017,police,Arrest Counts,0
Fair Haven Police,Fair Haven, Hispanic,2017,police,Arrest Counts,0
Fair Haven Police,Fair Haven, White,2018,police,Arrest Counts,6
Fair Haven Police,Fair Haven, Black,2018,police,Arrest Counts,0
Fair Haven Police,Fair Haven, Asian,2018,police,Arrest Counts,0
Fair Haven Police,Fair Haven, Hispanic,2018,police,Arrest Counts,0
Fairlee Police,Fairlee, White,2015,police,Arrest Counts,0
Fairlee Police,Fairlee, Black,2015,police,Arrest Counts,0
Fairlee Police,Fairlee, Hispanic,2015,police,Arrest Counts,0
Fairlee Police,Fairlee, White,2017,police,Arrest Counts,0
Fairlee Police,Fairlee, White,2018,police,Arrest Counts,0
Fairlee Police,Fairlee, Hispanic,2018,police,Arrest Counts,0
Franklin County Sheriff,Franklin County, White,2017,sheriff,Arrest Counts,39
Franklin County Sheriff,Franklin County, Black,2017,sheriff,Arrest Counts,0
Franklin County Sheriff,Franklin County, Asian,2017,sheriff,Arrest Counts,0
Franklin County Sheriff,Franklin County, White,2018,sheriff,Arrest Counts,49
Franklin County Sheriff,Franklin County, Black,2018,sheriff,Arrest Counts,0
Franklin County Sheriff,Franklin County, Asian,2018,sheriff,Arrest Counts,0
Franklin County Sheriff,Franklin County, Hispanic,2018,sheriff,Arrest Counts,0
Grand Isle Sheriff,Grand Isle County, White,2014,sheriff,Arrest Counts,2
Grand Isle Sheriff,Grand Isle County, Black,2014,sheriff,Arrest Counts,0
Grand Isle Sheriff,Grand Isle County, Asian,2014,sheriff,Arrest Counts,0
Grand Isle Sheriff,Grand Isle County, Hispanic,2014,sheriff,Arrest Counts,0
Grand Isle Sheriff,Grand Isle County, White,2015,sheriff,Arrest Counts,3
Grand Isle Sheriff,Grand Isle County, Black,2015,sheriff,Arrest Counts,0
Grand Isle Sheriff,Grand Isle County, Asian,2015,sheriff,Arrest Counts,0
Grand Isle Sheriff,Grand Isle County, Hispanic,2015,sheriff,Arrest Counts,0
Grand Isle Sheriff,Grand Isle County, White,2016,sheriff,Arrest Counts,3
Grand Isle Sheriff,Grand Isle County, Black,2016,sheriff,Arrest Counts,0
Grand Isle Sheriff,Grand Isle County, Asian,2016,sheriff,Arrest Counts,0
Grand Isle Sheriff,Grand Isle County, Hispanic,2016,sheriff,Arrest Counts,0
Grand Isle Sheriff,Grand Isle County, White,2017,sheriff,Arrest Counts,1
Grand Isle Sheriff,Grand Isle County, Black,2017,sheriff,Arrest Counts,0
Grand Isle Sheriff,Grand Isle County, Asian,2017,sheriff,Arrest Counts,0
Grand Isle Sheriff,Grand Isle County, Hispanic,2017,sheriff,Arrest Counts,0
Grand Isle Sheriff,Grand Isle County, White,2018,sheriff,Arrest Counts,2
Grand Isle Sheriff,Grand Isle County, Black,2018,sheriff,Arrest Counts,1
Grand Isle Sheriff,Grand Isle County, Asian,2018,sheriff,Arrest Counts,0
Grand Isle Sheriff,Grand Isle County, Hispanic,2018,sheriff,Arrest Counts,0
Hardwick Police,Hardwick, White,2015,police,Arrest Counts,4
Hardwick Police,Hardwick, Black,2015,police,Arrest Counts,0
Hardwick Police,Hardwick, Asian,2015,police,Arrest Counts,0
Hardwick Police,Hardwick, Hispanic,2015,police,Arrest Counts,0
Hardwick Police,Hardwick, White,2016,police,Arrest Counts,9
Hardwick Police,Hardwick, Black,2016,police,Arrest Counts,0
Hardwick Police,Hardwick, Asian,2016,police,Arrest Counts,0
Hardwick Police,Hardwick, Hispanic,2016,police,Arrest Counts,0
Hardwick Police,Hardwick, White,2017,police,Arrest Counts,11
Hardwick Police,Hardwick, Black,2017,police,Arrest Counts,0
Hardwick Police,Hardwick, Asian,2017,police,Arrest Counts,0
Hardwick Police,Hardwick, White,2018,police,Arrest Counts,6
Hardwick Police,Hardwick, Black,2018,police,Arrest Counts,0
Hartford Police,Hartford, White,2015,police,Arrest Counts,2
Hartford Police,Hartford, Black,2015,police,Arrest Counts,0
Hartford Police,Hartford, Asian,2015,police,Arrest Counts,0
Hartford Police,Hartford, Hispanic,2015,police,Arrest Counts,0
Hartford Police,Hartford, White,2016,police,Arrest Counts,11
Hartford Police,Hartford, Black,2016,police,Arrest Counts,1
Hartford Police,Hartford, Asian,2016,police,Arrest Counts,0
Hartford Police,Hartford, Hispanic,2016,police,Arrest Counts,0
Hartford Police,Hartford, White,2017,police,Arrest Counts,22
Hartford Police,Hartford, Black,2017,police,Arrest Counts,2
Hartford Police,Hartford, Asian,2017,police,Arrest Counts,0
Hartford Police,Hartford, Hispanic,2017,police,Arrest Counts,1
Hartford Police,Hartford, White,2018,police,Arrest Counts,43
Hartford Police,Hartford, Black,2018,police,Arrest Counts,1
Hartford Police,Hartford, Asian,2018,police,Arrest Counts,2
Hartford Police,Hartford, Hispanic,2018,police,Arrest Counts,0
Hinesburg Police,Hinesburg, White,2014,police,Arrest Counts,2
Hinesburg Police,Hinesburg, Black,2014,police,Arrest Counts,0
Hinesburg Police,Hinesburg, Asian,2014,police,Arrest Counts,0
Hinesburg Police,Hinesburg, Hispanic,2014,police,Arrest Counts,0
Hinesburg Police,Hinesburg, White,2015,police,Arrest Counts,0
Hinesburg Police,Hinesburg, Black,2015,police,Arrest Counts,0
Hinesburg Police,Hinesburg, Asian,2015,police,Arrest Counts,0
Hinesburg Police,Hinesburg, Hispanic,2015,police,Arrest Counts,0
Hinesburg Police,Hinesburg, White,2016,police,Arrest Counts,0
Hinesburg Police,Hinesburg, Black,2016,police,Arrest Counts,0
Hinesburg Police,Hinesburg, Hispanic,2016,police,Arrest Counts,0
Hinesburg Police,Hinesburg, White,2017,police,Arrest Counts,0
Hinesburg Police,Hinesburg, Black,2017,police,Arrest Counts,0
Hinesburg Police,Hinesburg, Asian,2017,police,Arrest Counts,0
Hinesburg Police,Hinesburg, Hispanic,2017,police,Arrest Counts,0
Hinesburg Police,Hinesburg, White,2018,police,Arrest Counts,9
Hinesburg Police,Hinesburg, Black,2018,police,Arrest Counts,0
Hinesburg Police,Hinesburg, Asian,2018,police,Arrest Counts,0
Hinesburg Police,Hinesburg, Hispanic,2018,police,Arrest Counts,0
Killington Police,Killington, White,2015,police,Arrest Counts,0
Killington Police,Killington, Asian,2015,police,Arrest Counts,0
Killington Police,Killington, Hispanic,2015,police,Arrest Counts,0
Killington Police,Killington, White,2016,police,Arrest Counts,0
Killington Police,Killington, Black,2016,police,Arrest Counts,0
Killington Police,Killington, Asian,2016,police,Arrest Counts,0
Killington Police,Killington, Hispanic,2016,police,Arrest Counts,0
Killington Police,Killington, White,2017,police,Arrest Counts,13
Killington Police,Killington, Black,2017,police,Arrest Counts,0
Killington Police,Killington, Asian,2017,police,Arrest Counts,0
Killington Police,Killington, Hispanic,2017,police,Arrest Counts,0
Killington Police,Killington, White,2018,police,Arrest Counts,5
Killington Police,Killington, Black,2018,police,Arrest Counts,0
Killington Police,Killington, Asian,2018,police,Arrest Counts,0
Killington Police,Killington, Hispanic,2018,police,Arrest Counts,0
Lamoille County Sheriff,Lamoille County, White,2018,sheriff,Arrest Counts,7
Lamoille County Sheriff,Lamoille County, Black,2018,sheriff,Arrest Counts,1
Lamoille County Sheriff,Lamoille County, Asian,2018,sheriff,Arrest Counts,0
Lamoille County Sheriff,Lamoille County, Hispanic,2018,sheriff,Arrest Counts,0
Ludlow Police,Ludlow, White,2017,police,Arrest Counts,0
Lyndon Police,Lyndon, White,2017,police,Arrest Counts,4
Lyndon Police,Lyndon, Black,2017,police,Arrest Counts,0
Lyndon Police,Lyndon, White,2018,police,Arrest Counts,7
Lyndon Police,Lyndon, Black,2018,police,Arrest Counts,0
Lyndon Police,Lyndon, Asian,2018,police,Arrest Counts,0
Lyndon Police,Lyndon, Hispanic,2018,police,Arrest Counts,0
Manchester Police,Manchester, White,2014,police,Arrest Counts,1
Manchester Police,Manchester, Black,2014,police,Arrest Counts,0
Manchester Police,Manchester, Asian,2014,police,Arrest Counts,0
Manchester Police,Manchester, Hispanic,2014,police,Arrest Counts,0
Manchester Police,Manchester, White,2015,police,Arrest Counts,3
Manchester Police,Manchester, Black,2015,police,Arrest Counts,0
Manchester Police,Manchester, Asian,2015,police,Arrest Counts,0
Manchester Police,Manchester, Hispanic,2015,police,Arrest Counts,0
Manchester Police,Manchester, White,2016,police,Arrest Counts,2
Manchester Police,Manchester, Black,2016,police,Arrest Counts,0
Manchester Police,Manchester, Asian,2016,police,Arrest Counts,0
Manchester Police,Manchester, Hispanic,2016,police,Arrest Counts,0
Manchester Police,Manchester, White,2018,police,Arrest Counts,1
Manchester Police,Manchester, Black,2018,police,Arrest Counts,0
Manchester Police,Manchester, Asian,2018,police,Arrest Counts,0
Manchester Police,Manchester, Hispanic,2018,police,Arrest Counts,0
Middlebury Police,Middlebury, White,2014,police,Arrest Counts,8
Middlebury Police,Middlebury, Black,2014,police,Arrest Counts,0
Middlebury Police,Middlebury, Asian,2014,police,Arrest Counts,0
Middlebury Police,Middlebury, Hispanic,2014,police,Arrest Counts,0
Middlebury Police,Middlebury, White,2015,police,Arrest Counts,20
Middlebury Police,Middlebury, Black,2015,police,Arrest Counts,0
Middlebury Police,Middlebury, Asian,2015,police,Arrest Counts,0
Middlebury Police,Middlebury, Hispanic,2015,police,Arrest Counts,0
Middlebury Police,Middlebury, White,2016,police,Arrest Counts,4
Middlebury Police,Middlebury, Black,2016,police,Arrest Counts,0
Middlebury Police,Middlebury, Asian,2016,police,Arrest Counts,0
Middlebury Police,Middlebury, Hispanic,2016,police,Arrest Counts,0
Middlebury Police,Middlebury, White,2017,police,Arrest Counts,6
Middlebury Police,Middlebury, Black,2017,police,Arrest Counts,0
Middlebury Police,Middlebury, Asian,2017,police,Arrest Counts,0
Middlebury Police,Middlebury, White,2018,police,Arrest Counts,9
Middlebury Police,Middlebury, Black,2018,police,Arrest Counts,0
Middlebury Police,Middlebury, Asian,2018,police,Arrest Counts,0
Middlebury Police,Middlebury, Hispanic,2018,police,Arrest Counts,0
Milton Police,Milton, White,2014,police,Arrest Counts,0
Milton Police,Milton, Black,2014,police,Arrest Counts,0
Milton Police,Milton, Asian,2014,police,Arrest Counts,0
Milton Police,Milton, Hispanic,2014,police,Arrest Counts,0
Milton Police,Milton, White,2015,police,Arrest Counts,8
Milton Police,Milton, Black,2015,police,Arrest Counts,0
Milton Police,Milton, Asian,2015,police,Arrest Counts,0
Milton Police,Milton, Hispanic,2015,police,Arrest Counts,0
Milton Police,Milton, White,2016,police,Arrest Counts,1
Milton Police,Milton, Black,2016,police,Arrest Counts,0
Milton Police,Milton, Asian,2016,police,Arrest Counts,0
Milton Police,Milton, Hispanic,2016,police,Arrest Counts,0
Milton Police,Milton, White,2017,police,Arrest Counts,42
Milton Police,Milton, Black,2017,police,Arrest Counts,0
Milton Police,Milton, Asian,2017,police,Arrest Counts,0
Milton Police,Milton, Hispanic,2017,police,Arrest Counts,0
Milton Police,Milton, White,2018,police,Arrest Counts,65
Milton Police,Milton, Black,2018,police,Arrest Counts,3
Milton Police,Milton, Asian,2018,police,Arrest Counts,0
